43189,All-New+Inhumans,7
43190,All-New+Inhumans,8
43191,All-New+Inhumans,9
43192,All-New+Inhumans,10
43193,All-New+Inhumans,11
41232,All-New+Invaders,1
41233,All-New+Invaders,2
41234,All-New+Invaders,3
41235,All-New+Invaders,4
41236,All-New+Invaders,5
41237,All-New+Invaders,6
41238,All-New+Invaders,7
41239,All-New+Invaders,8
41240,All-New+Invaders,9
41241,All-New+Invaders,10
41242,All-New+Invaders,11
41243,All-New+Invaders,12
41244,All-New+Invaders,13
41245,All-New+Invaders,14
41246,All-New+Invaders,15
25159,All-New+Iron+Manuel,1
41247,All-New+Marvel+Now!+Point+One,1
41731,All-New+Miracleman+Annual,1
43430,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,1
43431,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,2
43432,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,3
43433,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,4
43434,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,5
43435,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,6
43436,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,7
43437,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,8
43438,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,9
43439,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,10
43440,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,11
43441,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z,12
25145,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z+Update,1
25146,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z+Update,2
25147,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z+Update,3
25148,All-New+Official+Handbook+of+the+Marvel+Universe+A+to+Z+Update,4
41498,All-New+Ultimates,1
41499,All-New+Ultimates,2
41500,All-New+Ultimates,3
41501,All-New+Ultimates,4
41502,All-New+Ultimates,5
41503,All-New+Ultimates,6
41504,All-New+Ultimates,7
41505,All-New+Ultimates,8
41506,All-New+Ultimates,9
41507,All-New+Ultimates,10
41508,All-New+Ultimates,11
41509,All-New+Ultimates,12
43854,All-New+Wolverine,1
43855,All-New+Wolverine,2
43856,All-New+Wolverine,3
43857,All-New+Wolverine,4
43858,All-New+Wolverine,5
43859,All-New+Wolverine,6
43860,All-New+Wolverine,7
43861,All-New+Wolverine,8
43862,All-New+Wolverine,9
43863,All-New+Wolverine,10
43864,All-New+Wolverine,11
43865,All-New+Wolverine,12
43866,All-New+Wolverine,13
43867,All-New+Wolverine,14
43868,All-New+Wolverine,15
43869,All-New+Wolverine,16
43870,All-New+Wolverine,17
43871,All-New+Wolverine,18
43872,All-New+Wolverine,19
43873,All-New+Wolverine,20
43874,All-New+Wolverine,21
43875,All-New+Wolverine,22
43876,All-New+Wolverine,23
43877,All-New+Wolverine,24
43878,All-New+Wolverine,25
43879,All-New+Wolverine,26
43880,All-New+Wolverine,27
43881,All-New+Wolverine,28
43882,All-New+Wolverine,29
43883,All-New+Wolverine,30
43884,All-New+Wolverine,31
43885,All-New+Wolverine,32
43886,All-New+Wolverine,33
43887,All-New+Wolverine,34
43888,All-New+Wolverine,35
41248,All-New+X-Factor,1
41249,All-New+X-Factor,2
41250,All-New+X-Factor,3
41251,All-New+X-Factor,4
41252,All-New+X-Factor,5
41253,All-New+X-Factor,6
41254,All-New+X-Factor,7
41255,All-New+X-Factor,8
41256,All-New+X-Factor,9
41257,All-New+X-Factor,10
41258,All-New+X-Factor,11
41259,All-New+X-Factor,12
41260,All-New+X-Factor,13
41261,All-New+X-Factor,14
41262,All-New+X-Factor,15
41263,All-New+X-Factor,16
41264,All-New+X-Factor,17
41265,All-New+X-Factor,18
41266,All-New+X-Factor,19
41267,All-New+X-Factor,20
40818,All-New+X-Men+vol.+1,1
40819,All-New+X-Men+vol.+1,2
40820,All-New+X-Men+vol.+1,3
40821,All-New+X-Men+vol.+1,4
40822,All-New+X-Men+vol.+1,5
40823,All-New+X-Men+vol.+1,6
40824,All-New+X-Men+vol.+1,7
40825,All-New+X-Men+vol.+1,8
40826,All-New+X-Men+vol.+1,9
40827,All-New+X-Men+vol.+1,10
40828,All-New+X-Men+vol.+1,11
40829,All-New+X-Men+vol.+1,12
40830,All-New+X-Men+vol.+1,13
40831,All-New+X-Men+vol.+1,14
40832,All-New+X-Men+vol.+1,15
40833,All-New+X-Men+vol.+1,16
40834,All-New+X-Men+vol.+1,17
40835,All-New+X-Men+vol.+1,18
40836,All-New+X-Men+vol.+1,19
40837,All-New+X-Men+vol.+1,20
40838,All-New+X-Men+vol.+1,21
40839,All-New+X-Men+vol.+1,22
40840,All-New+X-Men+vol.+1,23
40841,All-New+X-Men+vol.+1,24
40842,All-New+X-Men+vol.+1,25
40843,All-New+X-Men+vol.+1,26
40844,All-New+X-Men+vol.+1,27
40845,All-New+X-Men+vol.+1,28
40846,All-New+X-Men+vol.+1,29
40847,All-New+X-Men+vol.+1,30
40848,All-New+X-Men+vol.+1,31
40849,All-New+X-Men+vol.+1,32
40850,All-New+X-Men+vol.+1,33
40851,All-New+X-Men+vol.+1,34
40852,All-New+X-Men+vol.+1,35
40853,All-New+X-Men+vol.+1,36
40854,All-New+X-Men+vol.+1,37
40855,All-New+X-Men+vol.+1,38
40856,All-New+X-Men+vol.+1,39
40857,All-New+X-Men+vol.+1,40
40858,All-New+X-Men+vol.+1,41
42012,All-New+X-Men+vol.+2,1
42013,All-New+X-Men+vol.+2,2
42014,All-New+X-Men+vol.+2,3
42015,All-New+X-Men+vol.+2,4
42016,All-New+X-Men+vol.+2,5
42017,All-New+X-Men+vol.+2,6
42018,All-New+X-Men+vol.+2,7
42019,All-New+X-Men+vol.+2,8
42020,All-New+X-Men+vol.+2,9
42021,All-New+X-Men+vol.+2,10
42022,All-New+X-Men+vol.+2,11
42023,All-New+X-Men+vol.+2,12
42024,All-New+X-Men+vol.+2,13
42025,All-New+X-Men+vol.+2,14
42026,All-New+X-Men+vol.+2,15
42027,All-New+X-Men+vol.+2,16
42028,All-New+X-Men+vol.+2,17
42029,All-New+X-Men+vol.+2,18
42030,All-New+X-Men+vol.+2,19
41834,All-New,+All+Different+Point+One,1
2346,All-Star+Superman,1
2347,All-Star+Superman,2
2348,All-Star+Superman,3
2349,All-Star+Superman,4
2350,All-Star+Superman,5
2351,All-Star+Superman,6
2352,All-Star+Superman,7
2353,All-Star+Superman,8
2354,All-Star+Superman,9
2355,All-Star+Superman,10
2356,All-Star+Superman,11
2357,All-Star+Superman,12
42956,All-Winners+Squad:+Band+of+Heroes,1
42957,All-Winners+Squad:+Band+of+Heroes,2
42958,All-Winners+Squad:+Band+of+Heroes,3
42959,All-Winners+Squad:+Band+of+Heroes,4
42960,All-Winners+Squad:+Band+of+Heroes,5
25128,Alpha+Flight+/+Inhumans+'98,1
37598,Alpha+Flight+vol.+3,1
37599,Alpha+Flight+vol.+3,2
37600,Alpha+Flight+vol.+3,3
37601,Alpha+Flight+vol.+3,4
37602,Alpha+Flight+vol.+3,5
37603,Alpha+Flight+vol.+3,6
37604,Alpha+Flight+vol.+3,7
37605,Alpha+Flight+vol.+3,8
37606,Alpha+Flight+vol.+3,9
37607,Alpha+Flight+vol.+3,10
37608,Alpha+Flight+vol.+3,11
37609,Alpha+Flight+vol.+3,12
2421,Amazing+Adventures+of+the+JLA,1
25045,Amazing+Adventures+vol.+4,1
37860,Amazing+Fantasy+vol.+3,1
37861,Amazing+Fantasy+vol.+3,2
37862,Amazing+Fantasy+vol.+3,3
37863,Amazing+Fantasy+vol.+3,4
37864,Amazing+Fantasy+vol.+3,5
37865,Amazing+Fantasy+vol.+3,6
37866,Amazing+Fantasy+vol.+3,7
37867,Amazing+Fantasy+vol.+3,8
37868,Amazing+Fantasy+vol.+3,9
37869,Amazing+Fantasy+vol.+3,10
37870,Amazing+Fantasy+vol.+3,11
37871,Amazing+Fantasy+vol.+3,12
37872,Amazing+Fantasy+vol.+3,13
37873,Amazing+Fantasy+vol.+3,14
37874,Amazing+Fantasy+vol.+3,15
37875,Amazing+Fantasy+vol.+3,16
37876,Amazing+Fantasy+vol.+3,17
37877,Amazing+Fantasy+vol.+3,18
37878,Amazing+Fantasy+vol.+3,19
37879,Amazing+Fantasy+vol.+3,20
38717,Amazing+Spider-Girl,1
38718,Amazing+Spider-Girl,2
38719,Amazing+Spider-Girl,3
38720,Amazing+Spider-Girl,4
38721,Amazing+Spider-Girl,5
38722,Amazing+Spider-Girl,6
38723,Amazing+Spider-Girl,7
38724,Amazing+Spider-Girl,8
38725,Amazing+Spider-Girl,9
38726,Amazing+Spider-Girl,10
38727,Amazing+Spider-Girl,11
38728,Amazing+Spider-Girl,12
38729,Amazing+Spider-Girl,13
38730,Amazing+Spider-Girl,14
38731,Amazing+Spider-Girl,15
38732,Amazing+Spider-Girl,16
38733,Amazing+Spider-Girl,17
38734,Amazing+Spider-Girl,18
38735,Amazing+Spider-Girl,19
38736,Amazing+Spider-Girl,20
38737,Amazing+Spider-Girl,21
38738,Amazing+Spider-Girl,22
38739,Amazing+Spider-Girl,23
38740,Amazing+Spider-Girl,24
38741,Amazing+Spider-Girl,25
38742,Amazing+Spider-Girl,26
38743,Amazing+Spider-Girl,27
38744,Amazing+Spider-Girl,28
38745,Amazing+Spider-Girl,29
38746,Amazing+Spider-Girl,30
39440,Amazing+Spider-Man+Family,1
39441,Amazing+Spider-Man+Family,2
39442,Amazing+Spider-Man+Family,3
39443,Amazing+Spider-Man+Family,4
39444,Amazing+Spider-Man+Family,5
39445,Amazing+Spider-Man+Family,6
39446,Amazing+Spider-Man+Family,7
39447,Amazing+Spider-Man+Family,8
43916,Amazing+Spider-Man+Presents+American+Son,1
43917,Amazing+Spider-Man+Presents+American+Son,2
43918,Amazing+Spider-Man+Presents+American+Son,3
43919,Amazing+Spider-Man+Presents+American+Son,4
39780,Amazing+Spider-Man+Presents+Anti-Venom:+New+Ways+to+Live,1
39781,Amazing+Spider-Man+Presents+Anti-Venom:+New+Ways+to+Live,2
39782,Amazing+Spider-Man+Presents+Anti-Venom:+New+Ways+to+Live,3
42966,Amazing+Spider-Man+Presents+Black+Cat,1
42967,Amazing+Spider-Man+Presents+Black+Cat,2
42968,Amazing+Spider-Man+Presents+Black+Cat,3
42969,Amazing+Spider-Man+Presents+Black+Cat,4
25202,Amazing+Spider-Man+Presents+Jackpot,1
25203,Amazing+Spider-Man+Presents+Jackpot,2
25204,Amazing+Spider-Man+Presents+Jackpot,3
41213,Amazing+X-Men+vol.+2,1
41214,Amazing+X-Men+vol.+2,2
41215,Amazing+X-Men+vol.+2,3
41216,Amazing+X-Men+vol.+2,4
41217,Amazing+X-Men+vol.+2,5
41218,Amazing+X-Men+vol.+2,6
41219,Amazing+X-Men+vol.+2,7
41220,Amazing+X-Men+vol.+2,8
41221,Amazing+X-Men+vol.+2,9
41222,Amazing+X-Men+vol.+2,10
41223,Amazing+X-Men+vol.+2,11
41224,Amazing+X-Men+vol.+2,12
41225,Amazing+X-Men+vol.+2,13
41226,Amazing+X-Men+vol.+2,14
41227,Amazing+X-Men+vol.+2,15
41228,Amazing+X-Men+vol.+2,16
41229,Amazing+X-Men+vol.+2,17
41230,Amazing+X-Men+vol.+2,18
41231,Amazing+X-Men+vol.+2,19
2439,Amazons+Attack!,1
2440,Amazons+Attack!,2
2441,Amazons+Attack!,3
2442,Amazons+Attack!,4
2443,Amazons+Attack!,5
2444,Amazons+Attack!,6
2451,Ambush+Bug:+Year+None,1
2452,Ambush+Bug:+Year+None,2
2453,Ambush+Bug:+Year+None,3
2454,Ambush+Bug:+Year+None,4
2455,Ambush+Bug:+Year+None,5
2456,Ame-Comi+Girls+(Vol.+1),1
2457,Ame-Comi+Girls+(Vol.+1),2
2458,Ame-Comi+Girls+(Vol.+1),3
2459,Ame-Comi+Girls+(Vol.+1),4
2460,Ame-Comi+Girls+(Vol.+1),5
42448,America,1
42449,America,2
42450,America,3
42451,America,4
42452,America,5
42453,America,6
42454,America,7
42455,America,8
42456,America,9
42457,America,10
42458,America,11
42459,America,12
43920,American+Dream,1
43921,American+Dream,2
43922,American+Dream,3
43923,American+Dream,4
43924,American+Dream,5
25082,An+American+Tail:+Fievel+Goes+West,1
25083,An+American+Tail:+Fievel+Goes+West,2
25084,An+American+Tail:+Fievel+Goes+West,3
22621,Ancient+Joe,1
22622,Ancient+Joe,2
22623,Ancient+Joe,3
22626,Angel,3
22627,Angel,4
22628,Angel,5
22629,Angel,6
22630,Angel,7
22631,Angel,8
22632,Angel,9
22633,Angel,10
22634,Angel,11
22635,Angel,12
22636,Angel,13
22637,Angel,14
22638,Angel,15
22639,Angel,16
22640,Angel,17
41835,Angela+Queen+of+Hel,1
41836,Angela+Queen+of+Hel,2
41837,Angela+Queen+of+Hel,3
41838,Angela+Queen+of+Hel,4
41839,Angela+Queen+of+Hel,5
41840,Angela+Queen+of+Hel,6
41841,Angela+Queen+of+Hel,7
43194,Angela:+Asgard's+Assassin,1
43195,Angela:+Asgard's+Assassin,2
43196,Angela:+Asgard's+Assassin,3
43197,Angela:+Asgard's+Assassin,4
43198,Angela:+Asgard's+Assassin,5
43199,Angela:+Asgard's+Assassin,6
25197,Anita+Blake,21
25198,Anita+Blake,22
25199,Anita+Blake,23
25200,Anita+Blake,24
25201,Anita+Blake,25
38747,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,1
38748,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,2
38749,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,3
38750,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,4
38751,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,5
38752,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,6
38753,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,7
38754,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,8
38755,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,9
38756,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,10
38757,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,11
38758,Anita+Blake+Vampire+Hunter+Guilty+Pleasures,12
25149,Anita+Blake+Vampire+Hunter+Guilty+Pleasures+Handbook,1
43925,Anita+Blake+Vampire+Hunter+The+First+Death,1
43926,Anita+Blake+Vampire+Hunter+The+First+Death,2
25177,Anita+Blake+Vampire+Hunter+The+Laughing+Corpse,1
25178,Anita+Blake+Vampire+Hunter+The+Laughing+Corpse,2
25179,Anita+Blake+Vampire+Hunter+The+Laughing+Corpse,3
25205,Anita+Blake:+Circus+of+the+Damned+The+Charmer,1
25206,Anita+Blake:+Circus+of+the+Damned+The+Charmer,2
25207,Anita+Blake:+Circus+of+the+Damned+The+Charmer,3
25208,Anita+Blake:+Circus+of+the+Damned+The+Charmer,4
25209,Anita+Blake:+Circus+of+the+Damned+The+Charmer,5
44459,Anita+Blake:+Circus+of+the+Damned+The+Ingenue,1
44460,Anita+Blake:+Circus+of+the+Damned+The+Ingenue,2
44461,Anita+Blake:+Circus+of+the+Damned+The+Ingenue,3
44462,Anita+Blake:+Circus+of+the+Damned+The+Ingenue,4
44463,Anita+Blake:+Circus+of+the+Damned+The+Ingenue,5
25232,Anita+Blake:+Circus+of+the+Damned+The+Scoundrel,1
25233,Anita+Blake:+Circus+of+the+Damned+The+Scoundrel,2
25234,Anita+Blake:+Circus+of+the+Damned+The+Scoundrel,3
25235,Anita+Blake:+Circus+of+the+Damned+The+Scoundrel,4
25236,Anita+Blake:+Circus+of+the+Damned+The+Scoundrel,5
39541,Anita+Blake:+The+Laughing+Corpse+Book+One,1
39542,Anita+Blake:+The+Laughing+Corpse+Book+One,2
39543,Anita+Blake:+The+Laughing+Corpse+Book+One,3
39544,Anita+Blake:+The+Laughing+Corpse+Book+One,4
39545,Anita+Blake:+The+Laughing+Corpse+Book+One,5
39809,Anita+Blake:+The+Laughing+Corpse+Executioner,1
39810,Anita+Blake:+The+Laughing+Corpse+Executioner,2
39811,Anita+Blake:+The+Laughing+Corpse+Executioner,3
39812,Anita+Blake:+The+Laughing+Corpse+Executioner,4
39813,Anita+Blake:+The+Laughing+Corpse+Executioner,5
39615,Anita+Blake:+The+Laughing+Corpse+Necromancer,1
39616,Anita+Blake:+The+Laughing+Corpse+Necromancer,2
39617,Anita+Blake:+The+Laughing+Corpse+Necromancer,3
39618,Anita+Blake:+The+Laughing+Corpse+Necromancer,4
39619,Anita+Blake:+The+Laughing+Corpse+Necromancer,5
38662,Annihilation,1
38663,Annihilation,2
38664,Annihilation,3
38665,Annihilation,4
38666,Annihilation,5
38667,Annihilation,6
42780,Annihilation+Heralds+of+Galactus,1
42781,Annihilation+Heralds+of+Galactus,2
44147,Annihilation+Nova,1
44148,Annihilation+Nova,2
44149,Annihilation+Nova,3
44150,Annihilation+Nova,4
44151,Annihilation+Ronan,1
44152,Annihilation+Ronan,2
44153,Annihilation+Ronan,3
44154,Annihilation+Ronan,4
44155,Annihilation+Silver+Surfer,1
44156,Annihilation+Silver+Surfer,2
44157,Annihilation+Silver+Surfer,3
44158,Annihilation+Silver+Surfer,4
44159,Annihilation+Super-Skrull,1
44160,Annihilation+Super-Skrull,2
44161,Annihilation+Super-Skrull,3
