IssueId,ImageURL,IgnoreMe
21769,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21770,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21771,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21772,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21773,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21774,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21775,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21776,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21777,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21778,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21779,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21780,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21781,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21782,https://www.coverbrowser.com/image/superman-confidential/1-1.jpg,/images/Superman+Confidential.jpg
21870,https://www.coverbrowser.com/image/impulse/58-12.jpg,/images/Superman+For+The+Animals.jpg
22427,https://www.coverbrowser.com/image/superman-books/144-7.jpg,/images/Superman+vs.+Predator.jpg
22428,https://www.coverbrowser.com/image/superman-books/144-7.jpg,/images/Superman+vs.+Predator.jpg
22429,https://www.coverbrowser.com/image/superman-books/144-7.jpg,/images/Superman+vs.+Predator.jpg
22460,https://www.coverbrowser.com/image/tv-series/703-1.jpg,/images/Supernatural.jpg
22461,https://www.coverbrowser.com/image/tv-series/703-1.jpg,/images/Supernatural.jpg
22462,https://www.coverbrowser.com/image/tv-series/703-1.jpg,/images/Supernatural.jpg
22463,https://www.coverbrowser.com/image/tv-series/703-1.jpg,/images/Supernatural.jpg
22464,https://www.coverbrowser.com/image/tv-series/703-1.jpg,/images/Supernatural.jpg
22465,https://www.coverbrowser.com/image/tv-series/703-1.jpg,/images/Supernatural.jpg
10480,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10481,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10482,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10483,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10484,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10485,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10486,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10487,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10488,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10489,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10490,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10491,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10492,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10493,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
10494,https://www.coverbrowser.com/image/role-playing-games/3235-1.jpg,/images/Talon.jpg
